acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z
-0.077117919921875, 0.9998779296875, 0.9998779296875, 0.011749267578125, 0.052459716796875, -0.266448974609375
-0.9998779296875, 0.9998779296875, 0.28521728515625, 0.084564208984375, 0.154052734375, -0.42669677734375
-0.9998779296875, 0.41162109375, -0.691314697265625, 0.1171875, 0.24652099609375, -0.634185791015625
-0.67645263671875, -0.9998779296875, 0.29022216796875, 0.060699462890625, 0.00738525390625, -0.39715576171875
-0.42120361328125, -0.9998779296875, 0.13201904296875, 0.02947998046875, 0.0684814453125, -0.16973876953125
-0.33563232421875, -0.26593017578125, 0.115936279296875, -0.023284912109375, -0.02947998046875, 0.213165283203125
-0.1478271484375, 0.379425048828125, 0.181182861328125, -0.033172607421875, -0.0361328125, 0.178192138671875
-0.080230712890625, 0.169342041015625, 0.294342041015625, -0.029754638671875, -0.042327880859375, 0.12335205078125
-0.01776123046875, -0.0711669921875, 0.40814208984375, -0.01556396484375, -0.025299072265625, 0.084320068359375
0.07501220703125, 0.14361572265625, 0.245758056640625, -0.010711669921875, 0.02099609375, 0.081451416015625
0.105987548828125, 0.259521484375, 0.247528076171875, -0.00482177734375, 0.01885986328125, 0.060028076171875
0.107666015625, 0.169891357421875, 0.21026611328125, 0.0057373046875, 0.00689697265625, -0.02423095703125
0.065093994140625, -0.0936279296875, 0.13232421875, 0.013885498046875, -0.005950927734375, 0.028900146484375
0.07000732421875, -0.063201904296875, 0.14373779296875, 0.028533935546875, -0.0233154296875, 0.0360107421875
0.0625, -0.119903564453125, 0.25482177734375, 0.0213623046875, -0.015594482421875, 0.04339599609375
0.070343017578125, -0.071533203125, 0.2039794921875, 0.009796142578125, -0.0076904296875, 0.04559326171875
0.06768798828125, -0.04241943359375, 0.18743896484375, 0.00555419921875, -0.007171630859375, 0.044830322265625
0.0699462890625, -0.0350341796875, 0.224395751953125, 0.016815185546875, -0.019439697265625, 0.03497314453125
0.084716796875, -0.0377197265625, 0.257293701171875, 0.019256591796875, -0.015838623046875, 0.03106689453125
0.0926513671875, -0.08587646484375, 0.264495849609375, 0.01116943359375, -0.00958251953125, 0.026153564453125

0.171783447265625, 0.9998779296875, 0.632904052734375, -0.0177001953125, -0.05657958984375, 0.0970458984375
0.1971435546875, 0.9998779296875, 0.895843505859375, 0.015655517578125, -0.019287109375, -0.053436279296875
-0.9998779296875, 0.970947265625, -0.242523193359375, 0.114959716796875, 0.251251220703125, -0.661102294921875
-0.9998779296875, -0.4700927734375, -0.3701171875, 0.020294189453125, 0.205902099609375, -0.6689453125
-0.9998779296875, -0.9998779296875, -0.196685791015625, 0.00628662109375, 0.0772705078125, -0.54388427734375
-0.4315185546875, -0.9998779296875, -0.24896240234375, 0.004364013671875, -0.02264404296875, 0.008087158203125
-0.297149658203125, -0.511627197265625, 0.124053955078125, 0.00341796875, -0.057647705078125, 0.085906982421875
-0.2598876953125, -0.042388916015625, 0.298004150390625, -0.0078125, -0.06640625, 0.110595703125
-0.051483154296875, -0.16986083984375, 0.361785888671875, -0.024444580078125, -0.00146484375, 0.041046142578125
-0.0106201171875, -0.23870849609375, 0.297119140625, -0.024627685546875, 0.000335693359375, 0.053863525390625
-0.00146484375, -0.205108642578125, 0.25360107421875, -0.02178955078125, 0.001129150390625, 0.064361572265625
0.116546630859375, 0.3173828125, 0.307769775390625, 0.003692626953125, 0.01190185546875, 0.0313720703125
0.11395263671875, 0.03875732421875, 0.206024169921875, 0.001617431640625, 0.02117919921875, 0.008056640625
0.0999755859375, -0.04376220703125, 0.18853759765625, -0.005767822265625, 0.02239990234375, 0.000274658203125
0.05743408203125, -0.1973876953125, 0.186004638671875, -0.01165771484375, 0.021240234375, 0.016754150390625
0.0484619140625, -0.140838623046875, 0.151031494140625, -0.01123046875, 0.01715087890625, 0.02520751953125
0.0478515625, -0.1575927734375, 0.1417236328125, -0.011199951171875, 0.01409912109375, 0.029876708984375
0.0501708984375, -0.18804931640625, 0.1131591796875, -0.001678466796875, -0.00323486328125, 0.04815673828125
0.09033203125, -0.0928955078125, 0.120880126953125, 0.00750732421875, -0.021240234375, 0.063507080078125
0.0693359375, -0.07464599609375, 0.1812744140625, 0.004974365234375, -0.0303955078125, 0.061004638671875

0.239013671875, 0.9998779296875, 0.57421875, -0.016326904296875, -0.0810546875, 0.149017333984375
-0.88409423828125, 0.9998779296875, 0.73699951171875, 0.038848876953125, 0.069580078125, -0.1256103515625
-0.9998779296875, 0.9998779296875, 0.327362060546875, 0.076446533203125, 0.187103271484375, -0.71514892578125
-0.9998779296875, -0.9998779296875, -0.210845947265625, -0.026947021484375, 0.108612060546875, -0.725372314453125
-0.64892578125, -0.9998779296875, -0.06072998046875, 0.03558349609375, 0.03973388671875, -0.3651123046875
-0.4705810546875, -0.9998779296875, -0.3465576171875, 0.014862060546875, 0.048858642578125, -0.054107666015625
-0.229248046875, 0.159942626953125, 0.4769287109375, -0.012298583984375, -0.0849609375, 0.073822021484375
-0.0880126953125, -0.208038330078125, 0.490142822265625, -0.0244140625, -0.03173828125, 0.047760009765625
-0.046356201171875, -0.258087158203125, 0.434356689453125, -0.026336669921875, -0.011962890625, 0.047882080078125
0.002410888671875, -0.158660888671875, 0.2686767578125, -0.022674560546875, 0.00701904296875, 0.067138671875
0.09637451171875, 0.098907470703125, 0.217803955078125, -0.0052490234375, 0.005645751953125, 0.029144287109375
0.10467529296875, 0.036468505859375, 0.233184814453125, -0.001617431640625, 0.005462646484375, 0.01483154296875
0.1058349609375, -0.068695068359375, 0.216583251953125, -0.0009765625, 0.01092529296875, -0.000518798828125
0.068817138671875, -0.140411376953125, 0.187744140625, -0.01397705078125, 0.020233154296875, 0.015594482421875
0.059356689453125, -0.145233154296875, 0.1114501953125, -0.01507568359375, 0.018707275390625, 0.021087646484375
0.0526123046875, -0.1409912109375, 0.06732177734375, -0.01190185546875, 0.004547119140625, 0.0313720703125
0.060333251953125, -0.029449462890625, 0.133148193359375, 0.0028076171875, -0.024017333984375, 0.036590576171875
0.066925048828125, -0.02813720703125, 0.21173095703125, 0.00555419921875, -0.024566650390625, 0.030975341796875
0.0587158203125, -0.099151611328125, 0.25927734375, -0.003265380859375, -0.012908935546875, 0.01751708984375
0.040069580078125, -0.15130615234375, 0.255401611328125, -0.007476806640625, -0.009674072265625, 0.0185546875

0.074615478515625, 0.58917236328125, 0.37548828125, -0.022674560546875, -0.062957763671875, 0.2071533203125
0.09490966796875, 0.9998779296875, 0.7568359375, -0.0072021484375, -0.083892822265625, 0.234405517578125
-0.608306884765625, 0.9998779296875, 0.840728759765625, 0.101104736328125, 0.048095703125, -0.13311767578125
-0.9998779296875, -0.280487060546875, -0.780731201171875, -0.02813720703125, 0.134368896484375, -0.82037353515625
-0.9998779296875, -0.9998779296875, 0.19384765625, -0.057464599609375, -0.01116943359375, -0.801422119140625
-0.99493408203125, -0.9998779296875, 0.599609375, 0.00115966796875, 0.0400390625, -0.27532958984375
-0.387725830078125, -0.390625, 0.079986572265625, 0.004791259765625, -0.084228515625, 0.18914794921875
