acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z
-0.245941162109375, 0.390838623046875, 0.506134033203125, 0.001556396484375, -0.020050048828125, -0.17413330078125
-0.352691650390625, 0.015380859375, 0.772796630859375, -0.011444091796875, 0.025848388671875, -0.218414306640625
-0.360687255859375, -0.30828857421875, 0.934051513671875, -0.020050048828125, 0.054931640625, -0.22235107421875
-0.39117431640625, -0.9998779296875, 0.74822998046875, -0.011077880859375, 0.210479736328125, -0.030670166015625
-0.433685302734375, -0.3778076171875, 0.183929443359375, 0.065673828125, 0.190460205078125, 0.102447509765625
-0.442718505859375, -0.1826171875, 0.06201171875, 0.093292236328125, 0.17779541015625, 0.125732421875
-0.563018798828125, -0.1234130859375, -0.04559326171875, 0.180267333984375, 0.1212158203125, 0.160186767578125
-0.856719970703125, 0.314056396484375, -0.8253173828125, 0.146759033203125, -0.047332763671875, 0.236968994140625
-0.834991455078125, 0.507965087890625, -0.532440185546875, 0.09039306640625, -0.14190673828125, 0.2464599609375
-0.699737548828125, 0.997589111328125, -0.275787353515625, -0.029632568359375, -0.201416015625, 0.20458984375
-0.5325927734375, 0.9998779296875, 0.152313232421875, -0.015716552734375, -0.290557861328125, -0.027801513671875
-0.529815673828125, 0.922027587890625, 0.22869873046875, -0.01702880859375, -0.28167724609375, -0.081573486328125
-0.604705810546875, 0.666351318359375, 0.5999755859375, -0.05474853515625, -0.263885498046875, -0.195037841796875
-0.571014404296875, 0.198486328125, 0.9998779296875, -0.089263916015625, -0.075408935546875, -0.269989013671875
-0.62286376953125, -0.04559326171875, 0.9998779296875, -0.0460205078125, 0.026580810546875, -0.289794921875
-0.91973876953125, -0.6575927734375, 0.99493408203125, 0.10028076171875, 0.22760009765625, -0.2076416015625
-0.7314453125, -0.807647705078125, -0.333251953125, 0.26751708984375, 0.24273681640625, -0.006744384765625
-0.80242919921875, -0.750457763671875, -0.6561279296875, 0.2628173828125, 0.2138671875, 0.065460205078125
